#{"t_start": 1683782990.5241468, "env_id": null}
r,l,t
-92.4,77,1128.151384
-91.3,88,1128.151451
-94.8,53,1128.351164
-94.8,53,1129.744218
-93.3,68,1129.830249
-91.600006,85,1160.894436
-94.9,52,1161.27774
-94.600006,55,1161.618859
-94.9,52,1161.709552
-94.8,53,1161.830599
-91.5,86,1161.909122
-94.700005,54,1162.08485
-93.200005,69,1162.659491
-92.50001,76,1162.917718
-92.3,78,1163.35805
-94.600006,55,1163.438233
-92.600006,75,1165.05846
-94.700005,54,1165.560054
-94.8,53,1165.863905
-94.8,53,1166.01639
-93.700005,64,1166.143929
-94.5,56,1166.305535
-94.700005,54,1167.766905
-92.50001,76,1167.845956
-93.700005,64,1168.045005
-92.4,77,1168.279093
-92.600006,75,1169.533252
-94.8,53,1169.533345
-94.700005,54,1170.190365
-90.8,93,1170.259067
-94.8,53,1170.347145
-95.0,51,1170.486421
-92.700005,74,1172.257424
-94.5,56,1172.667088
-94.700005,54,1172.746739
-91.600006,85,1173.305097
-95.0,51,1173.602095
-92.9,72,1173.777486
-92.50001,76,1173.984395
-94.700005,54,1174.579077
-94.8,53,1174.659949
-94.700005,54,1174.818536
-92.700005,74,1175.552552
-92.8,73,1176.26353
-94.5,56,1176.876671
-94.9,52,1178.251679
-94.700005,54,1179.152893
-93.3,68,1179.420206
-93.5,66,1179.653155
-91.700005,84,1179.94608
-91.5,86,1180.024621
-91.600006,85,1180.669064
-93.00001,71,1180.970838
-91.90001,82,1181.639854
-92.4,77,1182.694901
-94.700005,54,1182.695002
-92.600006,75,1183.058056
-90.8,93,1183.296408
-94.8,53,1183.736794
-94.4,57,1183.815711
-95.0,51,1184.106927
-94.8,53,1184.904803
-94.9,52,1185.077703
-93.200005,69,1185.494248
-91.8,83,1186.453601
-94.8,53,1187.008958
-94.9,52,1187.518113
-92.00001,81,1188.011302
-94.700005,54,1188.011393
-92.4,77,1188.741533
-92.8,73,1188.833911
-93.00001,71,1189.616858
-94.700005,54,1189.616944
-92.3,78,1189.947927
-94.5,56,1190.707513
-92.3,78,1190.914017
-92.4,77,1190.992525
-95.0,51,1191.976264
-94.8,53,1192.128519
-93.5,66,1192.595001
-92.700005,74,1192.675053
-94.8,53,1193.833146
-93.600006,65,1193.989153
-93.5,66,1194.934186
-94.700005,54,1195.059432
-91.3,88,1195.767051
-95.0,51,1196.271824
-91.600006,85,1196.76792
-91.90001,82,1197.513923
-91.700005,84,1197.814606
-94.600006,55,1198.517958
-94.4,57,1198.518024
-92.8,73,1198.655176
-92.600006,75,1198.734035
-91.600006,85,1198.863482
-94.8,53,1200.145756
-93.5,66,1200.527008
-94.8,53,1201.170275
-93.4,67,1201.807495
-91.4,87,1202.093387
-94.600006,55,1202.176829
-94.8,53,1203.028534
-94.9,52,1203.028623
-94.9,52,1204.394748
-91.5,86,1204.487442
-90.8,93,1205.588116
-91.3,88,1205.588201
-94.600006,55,1205.990187
-93.3,68,1206.066329
-92.00001,81,1206.118611
-93.600006,65,1206.432047
-94.8,53,1206.679064
-88.59999,115,1207.204944
-92.8,73,1207.282916
-92.8,73,1208.224311
-94.600006,55,1208.609452
-93.3,68,1209.477715
-94.8,53,1209.651633
-93.600006,65,1211.274742
-93.4,67,1211.409611
-95.0,51,1211.409695
-93.3,68,1211.409715
-91.600006,85,1212.294128
-94.8,53,1212.465703
-92.50001,76,1212.719041
-91.90001,82,1212.932874
-94.8,53,1213.700842
-93.3,68,1214.015387
-94.600006,55,1214.015468
-90.7,94,1214.579551
-94.8,53,1215.338765
-94.700005,54,1215.492552
-94.9,52,1216.613552
-95.0,51,1216.842089
-92.600006,75,1217.172382
-91.5,86,1217.983628
-92.50001,76,1218.034747
-94.8,53,1218.034881
-94.600006,55,1218.793712
-92.700005,74,1219.362183
-91.0,91,1219.487417
-94.700005,54,1219.56982
-92.50001,76,1219.867429
-94.600006,55,1220.951612
-94.700005,54,1222.235781
-92.600006,75,1222.730089
-93.5,66,1223.275741
-91.90001,82,1223.593948
-89.2,109,1223.982708
-94.600006,55,1224.144359
-92.700005,74,1224.661494
-93.4,67,1224.661596
-91.700005,84,1224.661614
-94.8,53,1225.167032
-92.8,73,1225.298547
-91.3,88,1226.392194
-92.600006,75,1228.521003
-95.0,51,1228.645633
-93.200005,69,1229.002547
-92.700005,74,1229.080655
-91.200005,89,1229.246619
-94.8,53,1229.33716
-92.600006,75,1230.161267
-92.9,72,1230.430234
-91.3,88,1231.10821
-92.600006,75,1231.376898
-91.0,91,1232.035107
-91.700005,84,1233.243758
-94.8,53,1233.69315
-93.600006,65,1234.045016
-93.4,67,1234.122923
-93.600006,65,1234.438411
-94.600006,55,1234.989058
-92.8,73,1235.084252
-91.4,87,1237.375005
-94.9,52,1237.561598
-92.600006,75,1237.561688
-91.8,83,1237.998094
-92.4,77,1238.340656
-94.700005,54,1238.582146
-94.8,53,1238.799925
-88.49999,116,1238.898499
-93.5,66,1240.243926
-93.5,66,1240.325835
-91.5,86,1240.487005
-91.3,88,1241.055756
-94.8,53,1241.506506
-94.8,53,1241.635738
-94.8,53,1242.788996
-95.0,51,1242.910807
-94.9,52,1243.077234
-92.50001,76,1243.684703
-93.4,67,1243.806583
-91.700005,84,1244.992481
-93.4,67,1246.095772
-93.3,68,1246.432702
-94.700005,54,1246.432777
-93.5,66,1246.801371
-91.8,83,1247.358394
-94.700005,54,1247.484672
-94.600006,55,1247.830655
-94.8,53,1248.378887
-94.600006,55,1248.457874
-92.600006,75,1249.326435
-94.8,53,1249.326512
-90.9,92,1249.427378
-95.0,51,1250.341969
-95.0,51,1250.743838
-93.3,68,1252.085692
-94.3,58,1252.341443
-94.4,57,1252.533235
-93.3,68,1252.897799
-92.700005,74,1252.897872
-94.9,52,1253.502999
-94.700005,54,1253.674201
-93.3,68,1253.752669
-92.700005,74,1254.261119
-93.9,62,1255.406325
-91.90001,82,1255.684029
-94.700005,54,1257.033259
-93.3,68,1257.284917
-90.9,92,1257.617335
-95.0,51,1257.815262
-92.50001,76,1258.30377
-92.50001,76,1258.550728
-93.100006,70,1259.357192
-91.8,83,1259.457437
-94.4,57,1260.486979
-92.4,77,1260.565849
-91.200005,89,1260.654771
-94.600006,55,1261.924485
-94.9,52,1262.799763
-91.0,91,1263.277774
-94.600006,55,1263.369554
-92.600006,75,1263.606538
-92.600006,75,1264.106272
-94.700005,54,1265.286894
-94.8,53,1265.365454
-91.3,88,1265.365522
-93.00001,71,1265.691851
-91.8,83,1266.569537
-92.700005,74,1266.968424
-94.600006,55,1267.338287
-94.8,53,1267.87016
-92.8,73,1268.157999
-92.600006,75,1269.263865
-93.4,67,1269.428118
-91.700005,84,1270.073449
-94.5,56,1270.073532
-93.600006,65,1270.471345
-94.600006,55,1270.819775
-92.8,73,1270.984183
-91.8,83,1271.631991
-93.3,68,1271.943573
-93.4,67,1272.200722
-93.5,66,1272.584381
-93.3,68,1272.958369
-94.600006,55,1273.131335
-94.9,52,1273.48956
-93.4,67,1273.815888
-94.8,53,1273.89357
-94.8,53,1274.276173
-94.8,53,1274.413405
-94.700005,54,1275.377819
-92.00001,81,1275.656257
-93.3,68,1276.894141
-94.9,52,1277.152836
-94.8,53,1277.663516
-91.8,83,1278.413174
-94.600006,55,1278.649926
-92.200005,79,1279.005681
-93.00001,71,1279.556196
-92.9,72,1279.751093
-94.700005,54,1280.107432
-92.9,72,1280.286032
-92.8,73,1281.429182
-94.600006,55,1281.714763
-92.700005,74,1283.002677
-92.700005,74,1283.630965
-93.5,66,1283.997548
-93.200005,69,1284.658205
-94.600006,55,1284.73618
-91.8,83,1285.239718
-94.700005,54,1285.730384
-92.700005,74,1285.730466
-92.9,72,1285.969695
-92.100006,80,1286.053591
-82.99997,171,1286.218115
-93.5,66,1288.384591
-94.8,53,1288.463419
-94.700005,54,1289.176126
-91.0,91,1289.17621
-94.5,56,1289.44545
-94.600006,55,1289.87924
-94.600006,55,1290.629449
-91.4,87,1290.921394
-93.4,67,1291.737767
-95.0,51,1292.674412
-91.700005,84,1292.818529
-91.4,87,1293.373203
-90.8,93,1293.557136
-94.600006,55,1293.828229
-94.9,52,1293.828315
-94.700005,54,1294.29775
-93.600006,65,1294.566038
-92.700005,74,1294.65988
-95.0,51,1294.861233
-94.8,53,1297.198561
-94.600006,55,1297.277108
-93.4,67,1297.331585
-91.8,83,1297.854159
-94.600006,55,1297.931321
-94.700005,54,1299.055268
-93.200005,69,1299.45844
-92.50001,76,1299.85005
-93.4,67,1300.213638
-91.700005,84,1300.727959
-92.700005,74,1300.956238
-94.8,53,1301.518032
-91.200005,89,1301.685309
-93.700005,64,1302.534651
-92.600006,75,1303.497777
-94.5,56,1303.617754
-92.9,72,1303.703955
-94.8,53,1303.782264
-95.0,51,1303.980359
-92.100006,80,1304.52238
-94.5,56,1304.9104
-94.700005,54,1305.193981
-94.5,56,1307.153151
-93.3,68,1307.153224
-91.90001,82,1307.790457
-92.700005,74,1307.841794
-94.700005,54,1308.196998
-94.9,52,1308.197081
-94.600006,55,1308.327173
-93.200005,69,1309.142314
-94.600006,55,1309.542662
-92.8,73,1309.82259
-93.00001,71,1310.153534
-92.8,73,1310.61071
-94.8,53,1311.240869
-94.700005,54,1311.317545
-94.700005,54,1311.853557
-94.4,57,1312.528261
-93.600006,65,1313.308533
-93.4,67,1313.308611
-92.9,72,1313.399648
-94.600006,55,1313.399726
-92.700005,74,1315.478507
-94.700005,54,1315.677104
-92.700005,74,1315.755822
-93.00001,71,1315.917762
-94.600006,55,1316.326631
-91.8,83,1317.185389
-92.600006,75,1317.185466
-94.8,53,1317.625784
-94.8,53,1317.625877
-94.700005,54,1317.625897
-93.100006,70,1318.11054
-92.9,72,1318.994964
-94.700005,54,1319.672669
-94.700005,54,1319.916965
-94.8,53,1319.995401
-94.700005,54,1320.477001
-94.8,53,1321.331094
-94.9,52,1321.673097
-92.4,77,1321.751917
-93.4,67,1322.557035
-92.700005,74,1323.647274
-92.600006,75,1323.698724
-94.9,52,1324.208288
-93.100006,70,1324.786162
-91.3,88,1325.262384
